business_id	stars	text
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Without a doubt, Chiliman Vic, takes Hotdogs to a whole new level. I had one if his gourmet Chili dogs and was completely blown away. He definitely serves the best Hotdogs in Charlotte, and I will recommend him to all of my friends. Oh, by the way, he's funny too. Great entertainment while he does your food. Two thumbs up!!"""
T0NKethAB-FFR05EeZCzuA	1.0	b'I have been here 3 times and every time it seems they are short staff and the tables are all dirty. The staff that helped me seemed like they were having the worst day ever. Messed up my order 2 of the 3 times.'
T0NKethAB-FFR05EeZCzuA	1.0	b'Service is slow, food is always cold and dirty dining area as well as food prep area is always filthy'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'On the top of my daily Yelp email was ""Hot Diggity Dog"".  As A hot dog lover I had to take a peak.\n\nWalked down to corner of Trade and Fourth (right in front of Chima) and was surprised at the long line however good things come to those who wait.\n\nCoolest thing is all toppings are included in the very reasonable price so whatever you want its good.  Great guy to chat with and just an overall great spot.  Thanks for the email Yelp!\n\nTip - Get the melted cheese (it comes on some of the specialty dogs and he will be glad to put it on anything if you ask).'"
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'I\'m not sure if the ""chili man"" is the most appropriate name for Vic because ALL of his hot dogs are good, and not just the ones with chili. He\'s an entertaining guy as others have said, genuinely cares about his customers, and he always provides awesome dogs with great service. \nMy favorite part is the dogs come exactly as you like. While there is a list of the famous ""named"" dogs, you can change or add unlimited toppings to them for no extra charge, and he\'ll make things exactly as you like. Want a TON of spicy mustard? No problem. Just a little BBQ sauce? Same deal. He even asked me if I wanted the BBQ sauce on my ""Q Dog"" to be spicy, sweet, or fruity and how much. \nThe hot dogs and buns are solid quality, but what sets the Chili Man apart are his toppings. The chili is really beefy, flavorful, fresh, and clearly not from a can. The spicy mustard is awesome, the slaw is vinegary but just slightly sweet, the taco sauce is good..I could go on and on about every topping, but the point is they\'re great. If your dog has ""fried cheese"" he even puts a little cheddar cheese directly on the griddle to crisp up before adding it to the dog which is perfect. \nGo to the Chili Man, order a few hot dogs depending on how hungry you are (I\'m partial to the life changer with extra mustard if you like fairly spicy things), pay the cheap price, thank Vic, and enjoy your killer lunch.'"
3C0bnFhjkgYP9mWORKg6cA	5.0	b'I have lived in Charlotte 11 years now and yesterday was the first time I stopped by to see Vic. Friends have been raving about Chili Man for years so I am not sure what took me so long. I had a life changer and the frito pie dog, both were delicious. I have to make up for lost time so I am headed back today...'
3C0bnFhjkgYP9mWORKg6cA	5.0	b'First time here and the food was excellent! I absolutely loved the chili dogs and Vic was awesome. We will definitely be back again.'
T0NKethAB-FFR05EeZCzuA	3.0	"b'Stopped in for something sweet after running errands with the GF.  There are plenty of other places to cure a sweet tooth and as fate would have it we ended up here.  Rolled into the drive thru, which is split allowing for two separate lines to make orders.  Several vehicles were ahead of us but the line moved quickly.  The process from order to pick-up was quick and smooth.  The vanilla shake we ordered and shared was the topic of conversation until it was gone.  The experience was A-OK but the shake (small) was another matter.  It was 550 calories, 10 grams of Protein, 91 carbs. 81! grams of sugar, 16 grams of fat, 310 milligrams of Sodium, vanilla soft serve and vanilla sauce (what the hell is that?) of ""what the F&%$! are we doing""  experienced betterness.'"
3C0bnFhjkgYP9mWORKg6cA	5.0	b'This guy is the man. Its very obvious he is passionate about what he does, and the food is better because of it. I went with a classic bratwurst and spicy mustard, and hot damn, was I impressed. Not only was the food fantastic, but he is quite the personality as well. Youll never eat better at a food cart. His sauces are the bomb. What else is there to say? Skip the other over priced DT resteraunts and hit up the chili man on Tryon St. on your next lunch break, you wont regret it.'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Today was my first time trying Chili Man's dogs and tell you what? I tried the Naco-Dog and it`s THE most delicious hot-dog I have ever tried in my life and I`m not exaggerating. Plus to the great hot-dogs, Vic, the Chili Man is very friendly!\n\nI will definitely go back!"""
-LfTBo0oa_uD454ScEW2XA	2.0	"b""I don't get the hype. The food isn't anything special. The price is a little high for the food you get. The ambient, well it's a diner. Somehow, my friends seem to love it. I feel like I only go here either after the bars or in the morning after a night out at the bars."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Never disappointed when you get lunch from Vic. Whether the stories or the food, it's all good. Be prepared to wait though because demand is high and always a line waiting from open to close."""
-LfTBo0oa_uD454ScEW2XA	3.0	"b""I came here after an unfulfilling dinner at Big Grove Tavern.  We sat down for some fries and a slice of pie.  Everything was great, the pie was delicious, the fries were hot, and the service was prompt and friendly.  Everything was great, that is, until I start hearing noises behind me.  I assume someone is dragging a chair across the floor.   I don't turn around, because it stopped soon enough.  Time passes and the sound starts up again. My S.O. starts looking a bit uncomfortable. I turn around, and no one is dragging a chair, but there is a man 2 booths away.  It was him.  Farting.  Having a fart-attack.  A super-extended fart-attack.\n\nHaving quickly lost my appetite, we asked for the check, left the server a hefty tip, and skedaddled.  \n\nI can't really blame Merry-Ann's for this.  This is a place for everyone, farters included!  So if you want a cheap diner, this is your place, but be aware that this is a big world, and flatulence happens."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'Can\'t get much better than this.  A great variety of toppings and homemade sauces and his special grilled cheese.  Sounds clich\xc3\xa9, but the hardest part of going here is deciding what to get.  My top two are the frito pie dog and the traffic light but I add one of his special sauces (like siracha ginger).\n\nGet there early, there\'s often a line.  If you search him on Facebook, he often has ""special"" dogs for just that day, too.'"
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""I had been here a couple of times while I went to school at SWIHA across the street. What a waste. I'm not really sure why people drive around with Pete's Fish & Chips bumper stickers and why people rave about it, or why anyone would give this place more than 2 stars because it's awful. Absolutely awful!\n\nFirst off, it's over priced for what you get and you're getting frozen food! NOTHING is made fresh. You get frozen square pieces of fish, frozen shrimp, frozen fries, frozen, frozen, frozen. You'd be better off going to your grocery store, buying it cheaper there and cooking it at home. It's sad when Long John's Silver's actually beats out someone in fish and chips. Plus even after they cook they're frozen fish squares it doesn't taste good. Its greasy and bland. Also the red sauce...yeah it's gross. I wanted tarter sauce and was told no.\n\nSecond, service is appalling! Why are they so damn rude? The people servicing are disrespectful and always love shutting the little screen door in your face. They also don't accept credit cards, or debit cards. Really? Come on, catch up! The first time I came here I had to leave and go to Wendy's because I don't carry cash. So I had to try again another time, That was my first experience. There is no excuse to not accept cards nowadays; Geez, you can accept cards on smart phones, it's that easy!!!\n\nLastly, hygiene. Ugh...gawd...gross. This place has got to be breaking alot of health codes. Their staff looks dirty, they constantly handle money with the same gloves they use to prepare food. Plus, I have seen staff go on cigarette breaks using the same gloves they use to prepare food.\n\nJust take your business elsewhere. Just listen to the majority of the people who have given reviews, most of them are NOT good because this place is terrible."""
T0NKethAB-FFR05EeZCzuA	3.0	"b""Good place to have coffee and let the grand kids run wild on the slide and play area.  Sneak a Whopper while grandma is not looking, some fries and promise her I'm watching my diet... grab a shake to go!"""
T0NKethAB-FFR05EeZCzuA	1.0	"b""ZERO STARS! This location is the worst fast food location I've been to in awhile. The only reason we have come back 2 or 3 times is because my daughter loves their rodeo burgers. Their drive through is ridiculous. No one knows how to handle a double lane drive through. There have been numerous times where I'll pull up to the mic and be waiting for someone to take my order when another car will pull up in the next lane and the drive-thru person will then start taking their order as if I hadn't been waiting for 3+ mins. They never get my order right. Every time we come here their shake/ice cream machines are always down. I'll order onion rings in place of regular fries and always get regular fries. This last time I ordered 3 meals and an extra burger. When I arrived home I realized I was missing a burger and one was incorrect. When I went back to express my concerns, a girl barked at me that I should have checked my bags before I drove off. I expect my bags to be correct. My job isn't to double check their work. Especially not after waiting in drive through for almost 10 mins."""
W7hCuNdn2gzehta6eSHzgQ	3.0	b'Fish chips are delicious..  Everything is deep fry.. It is cheap and interesting.. But the environment is not good..  People only can eat at outside.'
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""We've been customers for a long time and have always enjoyed their food. I'm going to have a hard time going back. I couldn't get any soda through my straw so I opened the lid and amongst the ice something caught my eye. I reached in and began to pull out a very large plastic bag! It was so disgusting!!! I called the store and told them but as I was tied up the entire day (finished at midnight) I couldn't make it back. I submitted this direct to them on their website, asking them to contact me and it's been a week now. Nothing. Plastic in the ocean is bad for the fish. Plastic in your drink is bad for the customer. #PlasticPete"""
W7hCuNdn2gzehta6eSHzgQ	2.0	"b""No.\n\nEvery native Arizonan swears by this place...so much so that I just had to check it out for myself. And...? No.\n\nThe fries were pretty good, and Pete's is generous with them. But the fish? I've had frozen fish sticks that tasted better than that stuff. Yes, I tried the shrimp too. Those weren't much better. So, no.\n\nWait, their red sauce was kind of good. I do agree with people about that. But, what's the point of good sauce on rubbish food? So, still, no.\n\nWill I be back? I think you know the answer to that question."""
T0NKethAB-FFR05EeZCzuA	1.0	"b""Worst service!!! Don't go here!! I've tried going here a few times when I'm in the need of something quick and convenient. I always get bad service, takes forever and the food isn't even worth the wait."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""In case you were wondering, my lunch consisted of the best damn veggie hotdog, with a toasted bun, a layer of grilled ghost pepper cheese, spicy mustard and veggie chili.  \nTo say I'm full and happy is an understatement.\n\nVic has awesome food, great prices and some funny conversations to keep you entertained while you wait for heaven on a bun topped with your choice of flavored. \nMy lunch was so great yesterday with the vinegar bomb that I had to go back for another today.  He's friendly and remembers everything!  You gotta have a dog here!"""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b'15 minutes after my wait in the drive thru of ""cash only"" I couldn\'t help but think about the negative impact this business has on the environment. I see several cars ahead of me receiving several bags of food. It starts to make sense ""why the wait""; large orders. Finally my turn! I think to myself; ""this should be quick, my order is small""... 6 more minutes later I finally get my change and food. What I learned about my stay at the window... One person\'s job is to check to see how many cars are coming while the other two prepare food, with no sense of urgency, I\'ve seen molasses move faster. Upon arriving home I see my hot food is sitting in styrofoam. Nice Pete! My mushrooms are just water battered in salt and there is an excessive amount of ""chips"". I generally don\'t like wasting food, but, as I am not a pig and all I wanted we\'re fish and ""mushrooms"" I did throw some away. I don\'t imagine this food ages well. Needless to say; I experienced them, I don\'t get it and I will not be back.'"
T0NKethAB-FFR05EeZCzuA	1.0	"b""Third day trying to try your sausage and biscuits 9:45 am\nOnce again told NO BISCUIT today sorry they say \nWhy do you promote something you don't have to sell?\nOkay we went to McDonalds they're we're so good as always"""
T0NKethAB-FFR05EeZCzuA	1.0	"b""So came through this drive thru on my way home for lunch... they forgot to put my chicken fries that i had ordered for a co-worker. The funny thing was.. the lady at the second window who gave me my food even asked me if i wanted sauce for my chicken fries.. and i get home and it's not even in the bag.. I assumed that it's in there especially if they are asking you if you want any sauce.. well me assuming that they could do their job correctly was incorrect... I just don't know how difficult their jobs could be.. so i called.. the manager was nice enough to put my name down so next time when I come back.. I would get free chicken fries (it's not free.. I've already paid for it and they forgot to put it with my order).\nSo I'm on my way back to work.. so i stopped back to get the chicken fries so my co worker would have something to eat for lunch.. and i went through the drive thru again.. no cars in front of me or next to me or behind me.. I had to say hello hello hello for someone to say something.. I'm just so confused to how difficult it is to have any customer service.. and if its not a job they dont want to do.. they shouldn't be there.."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""We went to Chili Man and had pretty high expectations.... and WOW - it surpassed those expectations. It was hands down the best hot dog spot I've ever been to. I was with 4 other people and we all had 3 rounds of deliciousness. We started out with the Life Changer (which I ended up getting twice...) and then he made us a buffalo / bleu cheese something or other... just wow. The food was crazy good, but Vic - Captain Awesome as we call him - is an all around awesome dude. \n\nI would recommend him over and over again.. and I'M LEAVING THE 50TH 5 STAR REVIEW.  :)"""
-LfTBo0oa_uD454ScEW2XA	3.0	"b""Had a bad experience at the Merry Ann's on Neil Street but I thought I'd try this location.  The service was prompt and friendly.  The menu was rather limited.  The coffee was drinkable.  Ordered the Cheese and Mushroom Omelet.  Good portion but the cheese tasted processed and the mushrooms tasted canned.  The hash browns were good and the side of bacon was done to perfection."""
T0NKethAB-FFR05EeZCzuA	1.0	"b'From the time I ordered at 5:45, I did not get my burgers until 6:05. Twenty minutes in a drive-thru feels like two hours. When I reached the window, no apology, no acknowledgement of the wait. Just shoved the bag at me. Didn\'t even say ""thank you."" Amazing. I\'ll drive farther from now on to go somewhere capable of executing the evidently challenging task of taking an order, taking payment for said order, and delivering fast food, you know, fast.'"
3C0bnFhjkgYP9mWORKg6cA	5.0	b'First time there! Well worth the wait. Best hot dogs I have ever had... Will certainly be back.'
-LfTBo0oa_uD454ScEW2XA	4.0	b'A perfect old school, 24 hour diner.  Comfy booth, friendly waitress, and just the right amount of grease to make you happy after a late night.\n\nWe got there about 8am on a Sunday and it was mid-level busy but by the team me we left it was packed'
W7hCuNdn2gzehta6eSHzgQ	1.0	b'You can find better quality fish and chips at the frozen food isle of a grocery store.'
-LfTBo0oa_uD454ScEW2XA	4.0	"b""I'll admit that food-wise, Merry-Ann's certainly isn't worthy of four stars, but for me it's more about nostalgia.  We always used to go to the one on Kirby and Neil back during my U of I days, but now when my husband and I go to C-U we'll occasionally go here for breakfast.  \n\nTheir breakfast fare is actually pretty decent and insanely cheap.  Everything else is pretty much meh.  Typical diner fare.  Milkshakes are super yummy, though.\n\nThere can often be a wait on the weekends particularly during home football game weekends, but it's never very long at all (and I suspect there's probably a wait at most other places, too).  There's a parking lot adjacent to the building which is convenient--and there's easy access to 74."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Vic serves up the best chili dogs in Charlotte - with plenty of stories to entertain you while you wait.  Look for the line of people on N. Tryon St. around lunch time spring to fall.  Vic toasts the buns, grills the cheese, and serves 100% beef Khans dogs with vegetarian options, too.  You'll laugh, enjoy a delicious chili dog, and get a souvenir on your shirt to remind you to come back again."""
W7hCuNdn2gzehta6eSHzgQ	4.0	"b""I agree, cheap eats!  Nice, greasy, fried food.  I just wish this location was open on Sundays because I always want Pete's after a late Saturday night.  The sauce is my favorite!  Fish, shirmp, fries, and rings.  Can't go wrong.  They even have burgers too!  I always get a huge order of sauce to take home and cook with. it is the perfect combination of tangy, spicy, and sweet.  Get extra sauce . . . you'll thank me!"""
3C0bnFhjkgYP9mWORKg6cA	5.0	b'I hate I missed the worlds best dogs! My son played in Gus Macker 3 on 3 and said he had to have a dog or 2 after every game. The chili .... no words can tell you how good. You got a new follower.'
W7hCuNdn2gzehta6eSHzgQ	1.0	"b'Place is so grossss total dump, I recently went to tempe for spring training and this place was right next door to our hotel ""comfort inn""  this place is a dump big mistake food is like rubber and greasy not to mention you have to pay sauce??? that is just stupid  not to mention it\'s cash out, that should of been a red flag for dump.  Gave me an upset stomach'"
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""What can I say that hasn't already been said?  Vic is awesome and his dogs rock!   I love the homemade condiments and attention to detail. Definitely a must visit when in CLT!"""
T0NKethAB-FFR05EeZCzuA	2.0	"b""Clean inside. Broken soda fountain and non working ice machine. Guy at counter seemed stressed out a bit . Had to wait for part of order told would bring out to table. Never happened had to go back and ask for it. Food was so so as usual supposed to have a med fry with meal  got small. It's the little things they fail on that make my visits far and few. New Oreo state fair fried cookies suck too !"""
W7hCuNdn2gzehta6eSHzgQ	2.0	"b""Ordered the seafood combo. The fish was pretty good, as were the chips. The 4 pieces of shrimp, however, were bad. The batter covering them was way too thick and completely masked the flavour of the shrimp.I would never have known they were fried shrimp if you hadn't told me. Dissapointing. Stick to the fish if you go there and maybe the sandwiches (I haven't tried those but a fried told me they're not bad)"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'For the last couple of weeks my coworkers have appeared with hot dogs for lunch.\nThey smelled and looked pretty good so today I decided to screw the salad and tag along.\n\nVic met our crew with a smile and joke while we talked through the options for hot dogs. When I go to places like this I usually follow the pack and order what ever the Chef recommends. Growing up in Chicago I have had my share of hot dogs so I was interested on his take of the subject now that I am down here in the south.\n\nThe crew decided I needed 4 hot dogs a couple ""Life Changers"" and ""Heroin"".\nI only got 2, one of each. (I should of got 4)The combination of flavors on the hot dogs were well thought out. The jalapenos actually had a flavor crunch to them. (Most places just throw toppings on). It was obvious to me that a far amount of pre-prep was done before he appears.\n\nTo see if Vic is around make sure you check out his twitter feed on \nhttp://www.twitter.com/VicTheChiliman \n\nI will be stopping by again....to heck with eating a salad...'"
3C0bnFhjkgYP9mWORKg6cA	5.0	b'First time going today and I ended up getting two. His chilli is AMAZING! Even better than the hotdogs I got in New York last summer! \nYou must try!!'
T0NKethAB-FFR05EeZCzuA	1.0	"b""Once again I went to this place expecting to have it my way, and once again I was disappointed! They have NEVER gotten my order right, and it's so frustrating returning to argue the point! Skip this one if at all possible!!"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'Vic, aka ""the Chili Man"" has been serving hot dogs out of a mobile hot dog stand for almost 3 years now. While we\'ve seen a lot of mobile vendors appearing downtown in that time, none of them come close to the Chili Man in terms of quality or taste.\n\nHe\'s not called ""the Chili Man"" for nothing. His homemade chili is award-winning stuff, garnering prizes at multiple local and state chili cook-offs. It\'s so good you could eat it by the gallon. (And if you let him know in advance, he\'ll sell you a gallon so you can give it a try.)\n\nVic toasts his buns, uses high-quality dogs, and also makes his own spicy mustard. He has all the toppings you could want, including slaw, cheese, and kraut. He even makes a great chicken salad that you can get on a croissant. (Not available every day.)\n\nOn top of all that, he\'s got a great personality and is a blast to talk to while he\'s making your dogs. He\'s only there from 11-3pm on Wednesdays and Fridays, so you need to plan ahead.\n\nI\'m going to go out on a limb here and proclaim this the best dog in Charlotte. Seriously.'"
T0NKethAB-FFR05EeZCzuA	1.0	"b'Last night I was driving home at approximately 1:30 AM- being tired, hungry and having just had a confusing conversation with a girl (but hey, what conversation with a girl isn\'t confusing), so clearly my judgement was a little clouded.  But I decided to stop in to put $1.50 of my hard-earned skrilla to good use to the tune of 10 chicken nuggets with some bbq sauce.  When I arrived home, I threw on The Amazing Race Season 5 and resumed watching where I had left off while double (hell sometimes even TRIPLE) dipping my nuggs in the aforementioned sauce.  All was well.  Or so I thought...\n\nI then woke up disoriented on the couch about 6 AM, feeling like my stomach had suddenly reached the furthermost depths of pain and discomfort.  I felt sick.  I was sure I was food-poisoned.  All I could taste was the nugget remnants mixed with the taste of the vomit I was sure I was about to spew everywhere.\n\nAlthough I stayed by the toilet feeling miserable for over half an hour, I somehow made a miraculous recovery and avoided puking and was able to fall back asleep.  It was like a sign from God; a warning.  No more BK.\n\nSo next time you get the craving to ""have it your way""- unless ""your way"" is lying on a bathroom floor at 6 AM with your head on the toilet asking the good Lord to just take you, remember this tale and heed my warning.  It\'s never worth it.'"
ZkzutF0P_u0C0yTulwaHkA	2.0	"b""Place looks a little dirty the pizza crust was soggy and sucked the Italian hoagie was ok nothing specialI wouldn't go back there was only one guy answering the phone ringing orders and cooking without washing his hand at any time"""
T0NKethAB-FFR05EeZCzuA	1.0	b'This is one of the worst BK I have been to. I had to wait 15 minutes for chicken nuggets to only receive them room temperature. Think about your management and hourly employees that had no sense of urgency to service customers. The cashier took orders but no one was getting food. Very sad  I'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""I've been wanting to try Vic's hot dogs for a long time.  It's a bit of a drive so I never was able to find time to head down there. Finally went today and it def lived up to the hype. It's an experience for sure. Vic is a character and tells stories while you wait in line.  Really funny guy and makes a great dog. I got the heroin and the special which was a Mac and cheese, chili  and bacon dog. The chili is amazing def worth a trip if you ever want to check it out"""
-LfTBo0oa_uD454ScEW2XA	5.0	"b'I\'m drunk, I\'m hungry, I\'m in a hurry... LET\'S GO TO MERRY-ANN\'s!!!\nwhooo hoo!!!\nThe lady and I stopped by Merry-Ann\'s on friday. I\'m not sure what time it was, we had sort of been at a couple of places, I remember being at Radio Maria (had the fried artichoke, it was delicious); I think we then went to derailled. I hit the devil boxes, put $60 in, took out over $300 whoo hoo. I kind of recall going to quality... then it gets kind of fuzzy. I do remember ""let\'s go to merry-ann\'s"" I don\'t think I would ever say no to that suggestion. \nI don\'t remember what she ordered, but I\'m pretty sure there were pancakes involved. I got what i always get, steak and eggs. 2 eggs over easy, steak medium rare, hashbrowns and wet white toast. How wet, i want it friggin soggy! On friday, the toast was limp it was so soggy. It was amazing. \nOne time, I was so hungry, that I got 2 of that order. Do you want that to go? NO, GIMME BACK MY FORK! I considered doing that again on friday, but didn\'t. \nWe then went to the City Center (more like the country center... amirite) for my son\'s birthday. \nGreat, now i want Merry-Ann\'s for lunch.'"
W7hCuNdn2gzehta6eSHzgQ	2.0	"b""Greasy fish. It's A dive fast food restrant. This place is what gives fast food A bad name. The staff not nice. Dirty restrant."""
W7hCuNdn2gzehta6eSHzgQ	5.0	"b""These people are not the friendliest however the food is fantastic the wait is not that long the atmosphere is awesome and you can't get better food from a fish and chips joint. Highly recommended by myself and most of my friends"""
T0NKethAB-FFR05EeZCzuA	1.0	"b""At one time I used to like burger king, and would've probably still have been a customer, but after eating here twice, was literally the worst food experience I have ever had, period. First off I ordered for my kids and I, A whopper with cheese, a chicken sandwich, chicken nuggets and a few orders of fries. The fries were completely inedible and very stale as if they were sitting out for 6+ hours or longer, the chicken nuggets were disgusting and were also extremely stale, my kids wouldn't even eat the fries or chicken nuggets, (and my kids will eat ANYTHING!!). I took one bite of my whopper and threw it away, Must be some extremely poor management going on this store, because I had the same experience here, twice in a row, makes me feel really stupid that I wasted my money like that. I will never eat burger king again."""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""I came here to dine in and when I arrived I noticed a college student sitting at a table. He had his shoes ON TOP OF THE TABLE! I told the staff of the issue but nothing was done about it. I wished I hadn't ordered because now I'm wondering what the quality of the food is going to be. The fries look good but the 5 pieces of scallops are way over done. Hard on the outside and chewy on the inside. This is not my first issue and this is my second visit to this location. I will not be returning in the future. Don't waste your money or time coming here and go somewhere else."""
T0NKethAB-FFR05EeZCzuA	1.0	"b""Don't with this place! First time i came here in the morning they screwed up my order and forgot to give me 2 of the items I ordered.  Didn't realize it until I got home.  Next time I go there and they only accept cash because their system is messed up.  In the middle of lunch time! Come on! Get your stuff together!"""
3C0bnFhjkgYP9mWORKg6cA	5.0	b'Fantastic quality & experience. Homemade ketchup, homemade mustards, homemade chili, etc. Not your typical streetside food cart.'
ZkzutF0P_u0C0yTulwaHkA	5.0	b'Very good pizza. Super excited to find such great pizza so close to home. And delivery to my door where most are too lazy to deliver to. So appreciate having a new pizza place. 5***** star rating! Yum!'
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""I'm not a food snob - I like cheap, greasy, fast food as much as the next person.\n\nHowever, when I order fried shrimp, chopped up pieces of shrimp smashed together and formed into a rough approximation of the shape of a shrimp does not count.\n\nThe same approach is taken with their fish patties. Frankly, McDonald's fish sandwich is a whole lot tastier."""
-LfTBo0oa_uD454ScEW2XA	3.0	b'Grabbed burger from here like once, and it was acceptable but never felt compelled to go back since there are great bars and whatnot around the area to go to instead.'
3C0bnFhjkgYP9mWORKg6cA	5.0	b'One word: yum! We loved Vic! I got the Life Changer (rightfully named) and my boyfriend got the nacho dog and the stop light! Delicious and reasonably priced! Liked buying from a guy like Vic!'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'When I first started working Uptown I wanted to get a ""street hotdog"" since I had always associated the downtown life with a great frank (don\'t ask me why, maybe too many movies). On my third day on the job I went to find a hotdog stand and was successful. However, it was just a plain jane hot dog with a little ketchup and mustard. Good but not really anything to look forward to again.\n\nFast forward a few weeks. I am walking the streets of Tryon looking for something to inspire my palette because I\'m in one of those rare moods where I just can\'t decide what I\'m hankering for.\n\nI came across the Chili Man stand on Tryon between 4th and Trade and saw a few people ordering and being chatted up by the owner. Loving verbal engagement I wandered over and stood in line meanwhile listening to a random story being recounted by the Chili Man himself.\nThere are essentially two main options on the menu: Hotdogs and Brats.\nFortunately I happen to like both and ordered one of each.\n\nThen I got to pick my toppings for my meal. For my brat I just got brown mustard and Sauerkraut (major kudos for even offering a brat with kraut, which is surprisingly rare). I took my dog based on his recommendation which included spicy mustard, spicy ketchup, chili and cheese.\n\nI will say both were great but the chili just put things over the edge. It did not seem like a generic canned chili and I have been told (though not confirmed) that he makes it himself. It would not surprise me. It does not matter if you don\'t have cash because he is up on the digital age and can accept credit cards.\n\nSo the food is fantastic but one thing that makes you want to come back and what puts this place at the top of my Uptown lunch list (besides the chili) is Vic ""the Chili Man"" himself. I do not think this man has ever met a stranger. He always has a great story or conversation topic that has nothing to do with the weather, sports or politics. It is refreshing to say the least. If you are ever in a downcast mood, this man can lift your spirits with a good conversation or story. He is not intentional about it, it is just who he is.\n\nCome for the dogs, hang around the cart for the conversation. Be prepared to repeat.'"
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""They suck food was average and they didn't get our order right the employees seemed lazy"""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""Fish was OK but nothing special and sauce was some kind of watery ketchup plus something hot.  French fries were ordinary.  Onion rings were the worst I've ever tasted - almost all breading and tough as nails.  Fried shrimp were very tough and tasteless.  Didn't try the chicken or burgers and won't be back.\n\nAdding to the misery was no inside seating and the misters were not up to the 109 temp on a summer's eve."""
F7mv0e3N2DgYY93cl8LpZw	4.0	"b""Always love grabbing a first...\n\nI have a lot of customers in the Vegas area, and I stopped here last Thursday just to get a quick bite between meetings. I saw the sign on the 15S for this Wendy's I am a fan... NOTE: it's about 3 miles off the highway, not right off the highway as I assumed it was.\n\nAnyway, I knew they had a new menu, and I said what the heck, I'll give it a shot. I got the new D.T. original 1/4 lb burger combo, total was just over 6$, pretty decent deal! The sea salted fries were about the same as before, and service at this location was about average.\n\nClientele was very blue collar, quiet atmosphere, a nice Wendy's... Just remember, its a bit off the highway..."""
3C0bnFhjkgYP9mWORKg6cA	5.0	b'Best hot dog in uptown area, the chilli dog was awesome. Ask him to make it spicy and you will be like wow! The vendor was also very kind and friendly, I recommend chilli man....'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Come for the Hot Dog, stay for the show. I am ashamed that it took me two years to find this gem. Don't make my mistake."""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""That was the worst fish & chips I have ever had!  The fish was so dry & there was little of it. Yet the breeding was thick & heavy. Like eating cardboard. The onion rings were tasteless, also covered with the thick dry breading.  At first I thought they forgot the onions. The only good thing was the fries and even they needed salt. \nThe very worst part is they only take cash & that they don't tell you until you look at the print at the very bottom of the menu after you have already ordered. \nNever going back there again."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""MUST MUST MUST!!! Seriously, the best chili-topped hot dog I've ever had.  This is not your typical street hotdog!  Vic is an absolute pleasure to talk to.  This is a man who found his calling in life."""
T0NKethAB-FFR05EeZCzuA	1.0	"b'Please listen to these other reviewers when they say that the service is bad, because I just experienced it. I decided to go to BK and grab a French toast breakfast meal...well, I didn\'t even get to order because the woman working drive thru FORGOT about me!!! This location has 2 drive thru lanes. When it came to my turn, she asked me to wait a minute. One minute turned into 4 minutes then 2 other cars pulled into the other drive thru lane and got their orders taken. So I decided to pull up to the window. I get there, and Tiera or Tiara (a manager, by the way) asks ""did you just order?"" I replied ""no, you forgot about me."" Not even offering an apology, she asked what I wanted (with an attitude). I told her never mind, drove off, and went to Carl\'s Jr one block over. My family and and I have been here plenty of times before...they forget to give us the condiments we ask for, or there might be onions on my hubby\'s whopper when he asks for no onions...no big deal. Today was just ridiculous. I\'d give them zero stars if I could.'"
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'Yelp\'s highest rated hot dog, and rightfully so. He has a number of staples (vinegar bomb, nacho dog, etc...) that constantly keep the line long, but I equally enjoy his specialty dogs that change on a weekly basis. They are super creative, fun, and always delicious. Some of my past favorites have included the ""Banh Mi dog"" and a ""bacon jam dog.""'"
